item_id,movie_title,genre,genre_enc,release_decade,release_decade_enc
702,Widows' Peak (1994),['Drama'],[8],1990,7
703,"House of the Spirits, The (1993)","['Drama', 'Romance']","[8, 14]",1990,7
704,Singin' in the Rain (1952),"['Musical', 'Romance']","[12, 14]",1950,3
705,Bad Moon (1996),['Horror'],[11],1990,7
706,Enchanted April (1991),['Drama'],[8],1990,7
707,"Sex, Lies, and Videotape (1989)",['Drama'],[8],1980,6
708,Strictly Ballroom (1992),"['Comedy', 'Romance']","[5, 14]",1990,7
709,Better Off Dead... (1985),['Comedy'],[5],1980,6
710,"Substance of Fire, The (1996)",['Drama'],[8],1990,7
711,Tin Men (1987),"['Comedy', 'Drama']","[5, 8]",1980,6
712,Othello (1995),['Drama'],[8],1990,7
713,Carrington (1995),"['Drama', 'Romance']","[8, 14]",1990,7
714,To Die For (1995),"['Comedy', 'Drama']","[5, 8]",1990,7
715,Home for the Holidays (1995),"['Drama', 'Romance']","[8, 14]",1990,7
716,"Juror, The (1996)","['Drama', 'Thriller']","[8, 16]",1990,7
717,In the Bleak Midwinter (1995),['Comedy'],[5],1990,7
718,Canadian Bacon (1994),"['Comedy', 'War']","[5, 17]",1990,7
719,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']","[1, 2, 8, 14]",1990,7
720,Mallrats (1995),['Comedy'],[5],1990,7
721,Nine Months (1995),['Comedy'],[5],1990,7
722,Boys on the Side (1995),"['Comedy', 'Drama']","[5, 8]",1990,7
723,Circle of Friends (1995),"['Drama', 'Romance']","[8, 14]",1990,7
724,Exit to Eden (1994),['Comedy'],[5],1990,7
725,Fluke (1995),"[""Children's"", 'Drama']","[4, 8]",1990,7
726,Immortal Beloved (1994),"['Drama', 'Romance']","[8, 14]",1990,7
727,Junior (1994),"['Comedy', 'Sci-Fi']","[5, 15]",1990,7
728,Nell (1994),['Drama'],[8],1990,7
729,"Queen Margot (Reine Margot, La) (1994)","['Drama', 'Romance']","[8, 14]",1990,7
730,"Corrina, Corrina (1994)","['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1990,7
731,Dave (1993),"['Comedy', 'Romance']","[5, 14]",1990,7
732,Go Fish (1994),"['Drama', 'Romance']","[8, 14]",1990,7
733,Made in America (1993),['Comedy'],[5],1990,7
734,Philadelphia (1993),['Drama'],[8],1990,7
735,Shadowlands (1993),"['Drama', 'Romance']","[8, 14]",1990,7
736,Sirens (1994),"['Comedy', 'Drama']","[5, 8]",1990,7
737,Threesome (1994),"['Comedy', 'Romance']","[5, 14]",1990,7
738,Pretty Woman (1990),"['Comedy', 'Romance']","[5, 14]",1990,7
739,Jane Eyre (1996),"['Drama', 'Romance']","[8, 14]",1990,7
740,"Last Supper, The (1995)","['Drama', 'Thriller']","[8, 16]",1990,7
741,Ransom (1996),"['Drama', 'Thriller']","[8, 16]",1990,7
742,"Crow: City of Angels, The (1996)","['Action', 'Thriller']","[1, 16]",1990,7
743,Michael Collins (1996),"['Drama', 'War']","[8, 17]",1990,7
744,"Ruling Class, The (1972)",['Comedy'],[5],1970,5
745,Real Genius (1985),['Comedy'],[5],1980,6
746,Benny & Joon (1993),"['Comedy', 'Romance']","[5, 14]",1990,7
747,"Saint, The (1997)","['Action', 'Romance', 'Thriller']","[1, 14, 16]",1990,7
748,"MatchMaker, The (1997)","['Comedy', 'Romance']","[5, 14]",1990,7
749,Amistad (1997),['Drama'],[8],1990,7
750,Tomorrow Never Dies (1997),"['Action', 'Romance', 'Thriller']","[1, 14, 16]",1990,7
751,"Replacement Killers, The (1998)","['Action', 'Thriller']","[1, 16]",1990,7
752,Burnt By the Sun (1994),['Drama'],[8],1990,7
753,Red Corner (1997),"['Crime', 'Thriller']","[6, 16]",1990,7
754,Jumanji (1995),"['Action', 'Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']","[1, 2, 4, 9, 15]",1990,7
755,Father of the Bride Part II (1995),['Comedy'],[5],1990,7
756,Across the Sea of Time (1995),['Documentary'],[7],1990,7
757,Lawnmower Man 2: Beyond Cyberspace (1996),"['Sci-Fi', 'Thriller']","[15, 16]",1990,7
758,Fair Game (1995),['Action'],[1],1990,7
759,Screamers (1995),['Sci-Fi'],[15],1990,7
760,Nick of Time (1995),"['Action', 'Thriller']","[1, 16]",1990,7
761,Beautiful Girls (1996),['Drama'],[8],1990,7
762,Happy Gilmore (1996),['Comedy'],[5],1990,7
763,If Lucy Fell (1996),"['Comedy', 'Romance']","[5, 14]",1990,7
764,Boomerang (1992),"['Comedy', 'Romance']","[5, 14]",1990,7
765,Man of the Year (1995),['Documentary'],[7],1990,7
766,"Addiction, The (1995)",['Horror'],[11],1990,7
767,Casper (1995),"['Adventure', ""Children's""]","[2, 4]",1990,7
768,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']","[1, 2, 13, 15]",1990,7
769,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']","[6, 10, 13, 16]",1990,7
770,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']","[1, 15, 16]",1990,7
771,Kids (1995),['Drama'],[8],1990,7
772,Mute Witness (1994),['Thriller'],[16],1990,7
773,"Prophecy, The (1995)",['Horror'],[11],1990,7
774,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1990,7
775,Three Wishes (1995),['Drama'],[8],1990,7
776,Castle Freak (1995),['Horror'],[11],1990,7
777,Don Juan DeMarco (1995),"['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1990,7
778,Drop Zone (1994),['Action'],[1],1990,7
779,Dumb & Dumber (1994),['Comedy'],[5],1990,7
780,French Kiss (1995),"['Comedy', 'Romance']","[5, 14]",1990,7
781,Little Odessa (1994),['Drama'],[8],1990,7
782,Milk Money (1994),"['Comedy', 'Romance']","[5, 14]",1990,7
783,Beyond Bedlam (1993),"['Drama', 'Horror']","[8, 11]",1990,7
784,Only You (1994),"['Comedy', 'Romance']","[5, 14]",1990,7
785,"Perez Family, The (1995)","['Comedy', 'Romance']","[5, 14]",1990,7
786,Roommates (1995),"['Comedy', 'Drama']","[5, 8]",1990,7
787,Relative Fear (1994),"['Horror', 'Thriller']","[11, 16]",1990,7
788,Swimming with Sharks (1995),"['Comedy', 'Drama']","[5, 8]",1990,7
789,Tommy Boy (1995),['Comedy'],[5],1990,7
790,"Baby-Sitters Club, The (1995)","[""Children's""]",[4],1990,7
791,Bullets Over Broadway (1994),['Comedy'],[5],1990,7
792,Crooklyn (1994),['Comedy'],[5],1990,7
793,It Could Happen to You (1994),"['Drama', 'Romance']","[8, 14]",1990,7
794,Richie Rich (1994),"[""Children's"", 'Comedy']","[4, 5]",1990,7
795,Speechless (1994),"['Comedy', 'Romance']","[5, 14]",1990,7
796,Timecop (1994),"['Action', 'Sci-Fi']","[1, 15]",1990,7
797,Bad Company (1995),['Action'],[1],1990,7
798,Boys Life (1995),['Drama'],[8],1990,7
799,In the Mouth of Madness (1995),"['Horror', 'Thriller']","[11, 16]",1990,7
800,"Air Up There, The (1994)",['Comedy'],[5],1990,7
801,Hard Target (1993),"['Action', 'Adventure', 'Crime', 'Thriller']","[1, 2, 6, 16]",1990,7
802,Heaven & Earth (1993),"['Action', 'Drama', 'War']","[1, 8, 17]",1990,7
803,Jimmy Hollywood (1994),['Comedy'],[5],1990,7
804,Manhattan Murder Mystery (1993),"['Comedy', 'Mystery']","[5, 13]",1990,7
805,Menace II Society (1993),"['Action', 'Crime', 'Drama']","[1, 6, 8]",1990,7
806,Poetic Justice (1993),['Drama'],[8],1990,7
807,"Program, The (1993)","['Action', 'Drama']","[1, 8]",1990,7
808,Rising Sun (1993),"['Action', 'Drama', 'Mystery']","[1, 8, 13]",1990,7
809,"Shadow, The (1994)",['Action'],[1],1990,7
810,Thirty-Two Short Films About Glenn Gould (1993),['Documentary'],[7],1990,7
811,Andre (1994),"['Adventure', ""Children's""]","[2, 4]",1990,7
812,"Celluloid Closet, The (1995)",['Documentary'],[7],1990,7
813,"Great Day in Harlem, A (1994)",['Documentary'],[7],1990,7
814,One Fine Day (1996),"['Drama', 'Romance']","[8, 14]",1990,7
815,Candyman: Farewell to the Flesh (1995),['Horror'],[11],1990,7
816,Frisk (1995),['Drama'],[8],1990,7
817,Girl 6 (1996),['Comedy'],[5],1990,7
818,Eddie (1996),['Comedy'],[5],1990,7
819,Space Jam (1996),"['Adventure', 'Animation', ""Children's"", 'Comedy', 'Fantasy']","[2, 3, 4, 5, 9]",1990,7
820,Mrs. Winterbourne (1996),"['Comedy', 'Romance']","[5, 14]",1990,7
821,Faces (1968),['Drama'],[8],1960,4
822,Mulholland Falls (1996),"['Crime', 'Film-Noir', 'Thriller']","[6, 10, 16]",1990,7
823,"Great White Hype, The (1996)",['Comedy'],[5],1990,7
824,"Arrival, The (1996)","['Action', 'Sci-Fi', 'Thriller']","[1, 15, 16]",1990,7
825,"Phantom, The (1996)",['Adventure'],[2],1990,7
826,Daylight (1996),"['Action', 'Adventure', 'Thriller']","[1, 2, 16]",1990,7
827,Alaska (1996),"['Adventure', ""Children's""]","[2, 4]",1990,7
828,Fled (1996),"['Action', 'Adventure']","[1, 2]",1990,7
829,Power 98 (1995),"['Action', 'Mystery', 'Thriller']","[1, 13, 16]",1990,7
830,Escape from L.A. (1996),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[1, 2, 15, 16]",1990,7
831,Bogus (1996),"[""Children's"", 'Drama', 'Fantasy']","[4, 8, 9]",1990,7
832,Bulletproof (1996),['Action'],[1],1990,7
833,Halloween: The Curse of Michael Myers (1995),"['Horror', 'Thriller']","[11, 16]",1990,7
834,"Gay Divorcee, The (1934)","['Comedy', 'Musical', 'Romance']","[5, 12, 14]",1930,1
835,Ninotchka (1939),"['Comedy', 'Romance']","[5, 14]",1930,1
836,Meet John Doe (1941),['Drama'],[8],1940,2
837,In the Line of Duty 2 (1987),['Action'],[1],1990,7
838,Loch Ness (1995),"['Horror', 'Thriller']","[11, 16]",1990,7
839,Last Man Standing (1996),"['Action', 'Drama', 'Western']","[1, 8, 18]",1990,7
840,"Glimmer Man, The (1996)","['Action', 'Thriller']","[1, 16]",1990,7
841,Pollyanna (1960),"[""Children's"", 'Comedy', 'Drama']","[4, 5, 8]",1960,4
842,"Shaggy Dog, The (1959)","[""Children's"", 'Comedy']","[4, 5]",1950,3
843,Freeway (1996),['Crime'],[6],1990,7
844,That Thing You Do! (1996),['Comedy'],[5],1990,7
845,To Gillian on Her 37th Birthday (1996),"['Drama', 'Romance']","[8, 14]",1990,7
846,Looking for Richard (1996),"['Documentary', 'Drama']","[7, 8]",1990,7
847,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']","[10, 16]",1940,2
848,Days of Thunder (1990),"['Action', 'Romance']","[1, 14]",1990,7
849,"Perfect Candidate, A (1996)",['Documentary'],[7],1990,7
850,Two or Three Things I Know About Her (1966),['Drama'],[8],1960,4
851,"Bloody Child, The (1996)","['Drama', 'Thriller']","[8, 16]",1990,7
852,Braindead (1992),"['Comedy', 'Horror']","[5, 11]",1990,7
853,Bad Taste (1987),"['Comedy', 'Horror']","[5, 11]",1980,6
854,Diva (1981),"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']","[1, 8, 13, 14, 16]",1980,6
855,Night on Earth (1991),"['Comedy', 'Drama']","[5, 8]",1990,7
856,Paris Was a Woman (1995),['Documentary'],[7],1990,7
857,Amityville: Dollhouse (1996),['Horror'],[11],1990,7
858,April Fool's Day (1986),"['Comedy', 'Horror']","[5, 11]",1980,6
859,"Believers, The (1987)","['Horror', 'Thriller']","[11, 16]",1980,6
860,Nosferatu a Venezia (1986),['Horror'],[11],1980,6
861,Jingle All the Way (1996),"['Adventure', ""Children's"", 'Comedy']","[2, 4, 5]",1990,7
862,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",['Drama'],[8],1990,7
863,My Fellow Americans (1996),['Comedy'],[5],1990,7
864,"Ice Storm, The (1997)",['Drama'],[8],1990,7
865,Michael (1996),"['Comedy', 'Romance']","[5, 14]",1990,7
866,"Whole Wide World, The (1996)",['Drama'],[8],1990,7
867,Hearts and Minds (1996),['Drama'],[8],1990,7
868,Fools Rush In (1997),"['Comedy', 'Romance']","[5, 14]",1990,7
869,Touch (1997),['Romance'],[14],1990,7
870,Vegas Vacation (1997),['Comedy'],[5],1990,7
871,Love Jones (1997),['Romance'],[14],1990,7
872,Picture Perfect (1997),"['Comedy', 'Romance']","[5, 14]",1990,7
873,Career Girls (1997),['Drama'],[8],1990,7
874,She's So Lovely (1997),"['Drama', 'Romance']","[8, 14]",1990,7
875,Money Talks (1997),"['Action', 'Comedy']","[1, 5]",1990,7
876,Excess Baggage (1997),"['Adventure', 'Romance']","[2, 14]",1990,7
877,That Darn Cat! (1997),"[""Children's"", 'Comedy', 'Mystery']","[4, 5, 13]",1990,7
878,"Peacemaker, The (1997)","['Action', 'Thriller', 'War']","[1, 16, 17]",1990,7
879,Soul Food (1997),['Drama'],[8],1990,7
880,Money Talks (1997),"['Action', 'Comedy']","[1, 5]",1990,7
881,Washington Square (1997),['Drama'],[8],1990,7
882,Telling Lies in America (1997),['Drama'],[8],1990,7
883,Year of the Horse (1997),['Documentary'],[7],1990,7
884,Phantoms (1998),['Horror'],[11],1990,7
885,"Life Less Ordinary, A (1997)","['Romance', 'Thriller']","[14, 16]",1990,7
886,Eve's Bayou (1997),['Drama'],[8],1990,7
887,One Night Stand (1997),['Drama'],[8],1990,7
888,"Tango Lesson, The (1997)",['Romance'],[14],1990,7
889,Mortal Kombat: Annihilation (1997),"['Action', 'Adventure']","[1, 2]",1990,7
890,Bent (1997),"['Drama', 'War']","[8, 17]",1990,7
891,Flubber (1997),"[""Children's"", 'Comedy', 'Fantasy']","[4, 5, 9]",1990,7
892,For Richer or Poorer (1997),['Comedy'],[5],1990,7
893,Home Alone 3 (1997),"[""Children's"", 'Comedy']","[4, 5]",1990,7
894,Scream 2 (1997),"['Horror', 'Thriller']","[11, 16]",1990,7
895,"Sweet Hereafter, The (1997)",['Drama'],[8],1990,7
896,Time Tracers (1995),"['Action', 'Adventure', 'Sci-Fi']","[1, 2, 15]",1990,7
897,"Postman, The (1997)",['Drama'],[8],1990,7
898,"Winter Guest, The (1997)",['Drama'],[8],1990,7
899,Kundun (1997),['Drama'],[8],1990,7
900,Mr. Magoo (1997),['Comedy'],[5],1990,7
901,"Big Lebowski, The (1998)","['Comedy', 'Crime', 'Mystery', 'Thriller']","[5, 6, 13, 16]",1990,7
902,Afterglow (1997),"['Drama', 'Romance']","[8, 14]",1990,7
903,Ma vie en rose (My Life in Pink) (1997),"['Comedy', 'Drama']","[5, 8]",1990,7
904,Great Expectations (1998),"['Drama', 'Romance']","[8, 14]",1990,7
905,Oscar & Lucinda (1997),"['Drama', 'Romance']","[8, 14]",1990,7
906,Vermin (1998),['Comedy'],[5],1990,7
907,Half Baked (1998),['Comedy'],[5],1990,7
908,Dangerous Beauty (1998),['Drama'],[8],1990,7
909,Nil By Mouth (1997),['Drama'],[8],1990,7
910,Twilight (1998),"['Crime', 'Drama']","[6, 8]",1990,7
911,U.S. Marshalls (1998),"['Action', 'Thriller']","[1, 16]",1990,7
912,Love and Death on Long Island (1997),['Comedy'],[5],1990,7
913,Wild Things (1998),"['Crime', 'Drama', 'Mystery', 'Thriller']","[6, 8, 13, 16]",1990,7
914,Primary Colors (1998),['Drama'],[8],1990,7
915,Lost in Space (1998),"['Action', 'Sci-Fi', 'Thriller']","[1, 15, 16]",1990,7
916,Mercury Rising (1998),"['Action', 'Drama', 'Thriller']","[1, 8, 16]",1990,7
917,City of Angels (1998),['Romance'],[14],1990,7
918,"City of Lost Children, The (1995)","['Adventure', 'Sci-Fi']","[2, 15]",1990,7
919,Two Bits (1995),['Drama'],[8],1990,7
920,Farewell My Concubine (1993),"['Drama', 'Romance']","[8, 14]",1990,7
921,Dead Man (1995),['Western'],[18],1990,7
922,Raise the Red Lantern (1991),['Drama'],[8],1990,7
923,White Squall (1996),"['Adventure', 'Drama']","[2, 8]",1990,7
924,Unforgettable (1996),"['Sci-Fi', 'Thriller']","[15, 16]",1990,7
925,Down Periscope (1996),['Comedy'],[5],1990,7
926,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",['Drama'],[8],1990,7
927,"Craft, The (1996)","['Drama', 'Horror']","[8, 11]",1990,7
928,Harriet the Spy (1996),"[""Children's"", 'Comedy']","[4, 5]",1990,7
929,Chain Reaction (1996),"['Action', 'Adventure', 'Thriller']","[1, 2, 16]",1990,7
930,"Island of Dr. Moreau, The (1996)","['Sci-Fi', 'Thriller']","[15, 16]",1990,7
931,First Kid (1996),"[""Children's"", 'Comedy']","[4, 5]",1990,7
932,"Funeral, The (1996)",['Drama'],[8],1990,7
933,"Preacher's Wife, The (1996)",['Drama'],[8],1990,7
934,Paradise Road (1997),"['Drama', 'War']","[8, 17]",1990,7
935,Brassed Off (1996),"['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1990,7
936,"Thousand Acres, A (1997)",['Drama'],[8],1990,7
937,"Smile Like Yours, A (1997)","['Comedy', 'Romance']","[5, 14]",1990,7
938,Murder in the First (1995),"['Drama', 'Thriller']","[8, 16]",1990,7
939,Airheads (1994),['Comedy'],[5],1990,7
940,With Honors (1994),"['Comedy', 'Drama']","[5, 8]",1990,7
941,What's Love Got to Do with It (1993),['Drama'],[8],1990,7
942,Killing Zoe (1994),['Thriller'],[16],1990,7
943,Renaissance Man (1994),"['Comedy', 'Drama', 'War']","[5, 8, 17]",1990,7
944,Charade (1963),"['Comedy', 'Mystery', 'Romance', 'Thriller']","[5, 13, 14, 16]",1960,4
945,"Fox and the Hound, The (1981)","['Animation', ""Children's""]","[3, 4]",1980,6
946,"Big Blue, The (Grand bleu, Le) (1988)","['Adventure', 'Romance']","[2, 14]",1980,6
947,Booty Call (1997),"['Comedy', 'Romance']","[5, 14]",1990,7
948,How to Make an American Quilt (1995),"['Drama', 'Romance']","[8, 14]",1990,7
949,Georgia (1995),['Drama'],[8],1990,7
950,"Indian in the Cupboard, The (1995)","['Adventure', ""Children's"", 'Fantasy']","[2, 4, 9]",1990,7
951,Blue in the Face (1995),['Comedy'],[5],1990,7
952,Unstrung Heroes (1995),"['Comedy', 'Drama']","[5, 8]",1990,7
953,Unzipped (1995),['Documentary'],[7],1990,7
954,Before Sunrise (1995),"['Drama', 'Romance']","[8, 14]",1990,7
955,Nobody's Fool (1994),['Drama'],[8],1990,7
956,Pushing Hands (1992),['Comedy'],[5],1990,7
957,To Live (Huozhe) (1994),['Drama'],[8],1990,7
958,Dazed and Confused (1993),['Comedy'],[5],1990,7
959,Naked (1993),['Drama'],[8],1990,7
960,Orlando (1993),['Drama'],[8],1990,7
961,Ruby in Paradise (1993),['Drama'],[8],1990,7
962,Some Folks Call It a Sling Blade (1993),"['Drama', 'Thriller']","[8, 16]",1990,7
963,"Month by the Lake, A (1995)","['Comedy', 'Drama']","[5, 8]",1990,7
964,Funny Face (1957),"['Comedy', 'Musical']","[5, 12]",1950,3
965,"Affair to Remember, An (1957)",['Romance'],[14],1950,3
966,Little Lord Fauntleroy (1936),['Drama'],[8],1930,1
967,"Inspector General, The (1949)",['Musical'],[12],1940,2
968,Winnie the Pooh and the Blustery Day (1968),"['Animation', ""Children's""]","[3, 4]",1960,4
969,Hear My Song (1991),['Comedy'],[5],1990,7
970,Mediterraneo (1991),"['Comedy', 'War']","[5, 17]",1990,7
971,Passion Fish (1992),['Drama'],[8],1990,7
972,Grateful Dead (1995),['Documentary'],[7],1990,7
973,Eye for an Eye (1996),"['Drama', 'Thriller']","[8, 16]",1990,7
974,Fear (1996),['Thriller'],[16],1990,7
975,Solo (1996),"['Action', 'Sci-Fi', 'Thriller']","[1, 15, 16]",1990,7
976,"Substitute, The (1996)",['Action'],[1],1990,7
977,Heaven's Prisoners (1996),"['Mystery', 'Thriller']","[13, 16]",1990,7
978,"Trigger Effect, The (1996)","['Drama', 'Thriller']","[8, 16]",1990,7
979,Mother Night (1996),['Drama'],[8],1990,7
980,Dangerous Ground (1997),['Drama'],[8],1990,7
981,Maximum Risk (1996),"['Action', 'Adventure', 'Thriller']","[1, 2, 16]",1990,7
982,"Rich Man's Wife, The (1996)",['Thriller'],[16],1990,7
983,Shadow Conspiracy (1997),['Thriller'],[16],1990,7
984,Blood & Wine (1997),['Drama'],[8],1990,7
985,Turbulence (1997),['Thriller'],[16],1990,7
986,Underworld (1997),['Thriller'],[16],1990,7
987,"Beautician and the Beast, The (1997)","['Comedy', 'Romance']","[5, 14]",1990,7
988,Cats Don't Dance (1997),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1990,7
989,Anna Karenina (1997),"['Drama', 'Romance']","[8, 14]",1990,7
990,Keys to Tulsa (1997),['Crime'],[6],1990,7
991,Head Above Water (1996),"['Comedy', 'Thriller']","[5, 16]",1990,7
992,Hercules (1997),"['Adventure', 'Animation', ""Children's"", 'Comedy', 'Musical']","[2, 3, 4, 5, 12]",1990,7
993,"Last Time I Committed Suicide, The (1997)",['Drama'],[8],1990,7
994,"Kiss Me, Guido (1997)",['Comedy'],[5],1990,7
995,"Big Green, The (1995)","[""Children's"", 'Comedy']","[4, 5]",1990,7
996,Stuart Saves His Family (1995),['Comedy'],[5],1990,7
997,Cabin Boy (1994),['Comedy'],[5],1990,7
998,Clean Slate (1994),['Comedy'],[5],1990,7
999,Lightning Jack (1994),"['Comedy', 'Western']","[5, 18]",1990,7
1000,"Stupids, The (1996)",['Comedy'],[5],1990,7
1001,"Pest, The (1997)",['Comedy'],[5],1990,7
1002,That Darn Cat! (1997),"[""Children's"", 'Comedy', 'Mystery']","[4, 5, 13]",1990,7
1003,Geronimo: An American Legend (1993),"['Drama', 'Western']","[8, 18]",1990,7
1004,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",['Drama'],[8],1990,7
1005,Until the End of the World (Bis ans Ende der Welt) (1991),"['Drama', 'Sci-Fi']","[8, 15]",1990,7
1006,Waiting for Guffman (1996),['Comedy'],[5],1990,7
1007,I Shot Andy Warhol (1996),['Drama'],[8],1990,7
1008,Stealing Beauty (1996),['Drama'],[8],1990,7
1009,Basquiat (1996),['Drama'],[8],1990,7
1010,2 Days in the Valley (1996),['Crime'],[6],1990,7
1011,Private Parts (1997),"['Comedy', 'Drama']","[5, 8]",1990,7
1012,Anaconda (1997),"['Action', 'Adventure', 'Thriller']","[1, 2, 16]",1990,7
1013,Romy and Michele's High School Reunion (1997),['Comedy'],[5],1990,7
1014,Shiloh (1997),"[""Children's"", 'Drama']","[4, 8]",1990,7
1015,Con Air (1997),"['Action', 'Adventure', 'Thriller']","[1, 2, 16]",1990,7
1016,Trees Lounge (1996),['Drama'],[8],1990,7
1017,Tie Me Up! Tie Me Down! (1990),['Drama'],[8],1990,7
1018,"Die xue shuang xiong (Killer, The) (1989)","['Action', 'Thriller']","[1, 16]",1980,6
1019,Gaslight (1944),"['Mystery', 'Thriller']","[13, 16]",1940,2
1020,8 1/2 (1963),['Drama'],[8],1960,4
1021,"Fast, Cheap & Out of Control (1997)",['Documentary'],[7],1990,7
1022,Fathers' Day (1997),['Comedy'],[5],1990,7
1023,Mrs. Dalloway (1997),['Romance'],[14],1990,7
1024,Fire Down Below (1997),"['Action', 'Drama', 'Thriller']","[1, 8, 16]",1990,7
1025,"Lay of the Land, The (1997)","['Comedy', 'Drama']","[5, 8]",1990,7
1026,"Shooter, The (1995)",['Action'],[1],1990,7
1027,Grumpier Old Men (1995),"['Comedy', 'Romance']","[5, 14]",1990,7
1028,Jury Duty (1995),['Comedy'],[5],1990,7
1029,"Beverly Hillbillies, The (1993)",['Comedy'],[5],1990,7
1030,Lassie (1994),"['Adventure', ""Children's""]","[2, 4]",1990,7
1031,Little Big League (1994),"[""Children's"", 'Comedy']","[4, 5]",1990,7
1032,Homeward Bound II: Lost in San Francisco (1996),"['Adventure', ""Children's""]","[2, 4]",1990,7
1033,"Quest, The (1996)","['Action', 'Adventure']","[1, 2]",1990,7
1034,Cool Runnings (1993),['Comedy'],[5],1990,7
1035,Drop Dead Fred (1991),"['Comedy', 'Fantasy']","[5, 9]",1990,7
1036,Grease 2 (1982),"['Comedy', 'Musical', 'Romance']","[5, 12, 14]",1980,6
1037,Switchback (1997),['Thriller'],[16],1990,7
1038,Hamlet (1996),['Drama'],[8],1990,7
1039,Two if by Sea (1996),"['Comedy', 'Romance']","[5, 14]",1990,7
1040,Forget Paris (1995),"['Comedy', 'Romance']","[5, 14]",1990,7
1041,Just Cause (1995),"['Mystery', 'Thriller']","[13, 16]",1990,7
1042,Rent-a-Kid (1995),['Comedy'],[5],1990,7
1043,"Paper, The (1994)","['Comedy', 'Drama']","[5, 8]",1990,7
1044,Fearless (1993),['Drama'],[8],1990,7
1045,Malice (1993),['Thriller'],[16],1990,7
1046,Multiplicity (1996),['Comedy'],[5],1990,7
1047,She's the One (1996),"['Comedy', 'Romance']","[5, 14]",1990,7
1048,House Arrest (1996),['Comedy'],[5],1990,7
1049,"Ghost and Mrs. Muir, The (1947)","['Drama', 'Romance']","[8, 14]",1940,2
1050,"Associate, The (1996)",['Comedy'],[5],1990,7
1051,Dracula: Dead and Loving It (1995),"['Comedy', 'Horror']","[5, 11]",1990,7
1052,Now and Then (1995),['Drama'],[8],1990,7
1053,Mr. Wrong (1996),['Comedy'],[5],1990,7
1054,"Simple Twist of Fate, A (1994)",['Drama'],[8],1990,7
1055,Cronos (1992),['Horror'],[11],1990,7
1056,"Pallbearer, The (1996)",['Comedy'],[5],1990,7
1057,"War, The (1994)","['Adventure', 'Drama']","[2, 8]",1990,7
1058,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),['Comedy'],[5],1990,7
1059,"Adventures of Pinocchio, The (1996)","['Adventure', ""Children's""]","[2, 4]",1990,7
1060,"Evening Star, The (1996)","['Comedy', 'Drama']","[5, 8]",1990,7
1061,Four Days in September (1997),['Drama'],[8],1990,7
1062,"Little Princess, A (1995)","[""Children's"", 'Drama']","[4, 8]",1990,7
1063,Crossfire (1947),"['Crime', 'Film-Noir']","[6, 10]",1940,2
1064,Koyaanisqatsi (1983),"['Documentary', 'War']","[7, 17]",1980,6
1065,Balto (1995),"['Animation', ""Children's""]","[3, 4]",1990,7
1066,Bottle Rocket (1996),['Comedy'],[5],1990,7
1067,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],[8],1990,7
1068,Amateur (1994),"['Crime', 'Drama', 'Thriller']","[6, 8, 16]",1990,7
1069,Living in Oblivion (1995),['Comedy'],[5],1990,7
1070,Party Girl (1995),['Comedy'],[5],1990,7
1071,"Pyromaniac's Love Story, A (1995)","['Comedy', 'Romance']","[5, 14]",1990,7
1072,Shallow Grave (1994),['Thriller'],[16],1990,7
1073,Reality Bites (1994),"['Comedy', 'Drama']","[5, 8]",1990,7
1074,"Man of No Importance, A (1994)",['Drama'],[8],1990,7
1075,"Pagemaster, The (1994)","['Action', 'Adventure', 'Animation', ""Children's"", 'Fantasy']","[1, 2, 3, 4, 9]",1990,7
1076,Love and a .45 (1994),['Thriller'],[16],1990,7
1077,Oliver & Company (1988),"['Animation', ""Children's""]","[3, 4]",1980,6
1078,Joe's Apartment (1996),"['Comedy', 'Musical']","[5, 12]",1990,7
1079,Celestial Clockwork (1994),['Comedy'],[5],1990,7
1080,Curdled (1996),['Crime'],[6],1990,7
1081,Female Perversions (1996),['Drama'],[8],1990,7
1082,Albino Alligator (1996),"['Crime', 'Thriller']","[6, 16]",1990,7
1083,Anne Frank Remembered (1995),['Documentary'],[7],1990,7
1084,Carried Away (1996),"['Drama', 'Romance']","[8, 14]",1990,7
1085,It's My Party (1995),['Drama'],[8],1990,7
